Country,State,District,Year,Social Group Type,Land Area Size,Category Of Holdings,"Wholly Irrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Unirrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Unirrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partially Irrigated Holdings (UOM:Number), Scaling Factor:1","Irrigated Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Holdings Receiving Irrigation (UOM:Number), Scaling Factor:1","Net Irrigated Area Of Holdings Receiving Irrigation (UOM:Ha(Hectare)), Scaling Factor:1"
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,23,99.521,91,380.697,34,8.388,150.983,57,107.909
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,10,32.815,145,491.771,25,6.125,97.505,35,38.94
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,137,332.258,1318,3213.765,276,139.366,815.487,413,471.624
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,8,96.789,3,53.591,0,0,0,8,96.789
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,1276,2185.434,8021,12695.118,1033,349.271,1819.109,2309,2534.705
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,3064,2708.42,21112,17701.075,1654,328.55,1613.897,4718,3036.97
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,5,2.037,0,0,0,0,0
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,3,158.035,19,831.186,0,0,0,3,158.035
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,7.198,1,8.425,0,0,0,1,7.198
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,3,20.081,0,0,0,0,0
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,2,31.798,11,166.663,0,0,0,2,31.798
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,1,0.729,0,0,0,0,0,1,0.729
India,Odisha,Nayagarh,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1360,471.734,13224,5207.445,39,6.709,19.014,1399,478.443
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,1,1.36,0,0,0,0,0,1,1.36
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,3,4.66,0,0,0,0,0,3,4.66
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,1,20.692,0,0,0,0,0,1,20.692
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,658,604.64,13650,12056.507,494,297.238,482.198,1152,901.878
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,260,388.753,8069,13872.615,926,884.512,1756.182,1186,1273.265
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,2,21.902,47,677.62,15,45.745,243.007,17,67.647
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,71,163.6,1983,5236.925,518,623.575,1486.505,589,787.175
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,16,56.202,633,2321.524,187,234.735,653.916,203,290.937
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,7,31.999,311,1443.023,129,191.742,594.072,136,223.741
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,4,23.32,167,1136.986,73,208.423,499.835,77,231.743
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,2,16.599,40,349.289,52,62.073,429.846,54,78.672
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,5,305.414,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,1270,452.929,17704,7306.68,195,50.482,104.988,1465,503.411
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,163,129.466,3782,3163.476,157,50.068,151.922,320,179.534
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,44,57.481,2064,3197.81,153,223.885,316.322,197,281.366
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,7,16.437,587,1462.175,75,129.306,210.056,82,145.743
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,1,3.401,84,283.305,8,0.66,26.409,9,4.061
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,1,4.049,11,52.24,6,20.405,23.58,7,24.454
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,2,11.336,2,8.952,9,12.548,54.724,11,23.884
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,2,16.194,6,50.58,0,0,0,2,16.194
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,5,145.32,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,955,249.924,4861,1829.121,51,10.709,31.619,1006,260.633
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,538,424.594,14749,12281.54,303,123.634,277.837,841,548.228
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,335,415.916,9636,15478.87,509,522.222,972.379,844,938.138
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,11,164.134,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,2,4.858,3473,8682.521,354,488.525,957.571,356,493.383
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,817,2872.455,73,99.246,266.904,73,99.246
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,1,0.437,0,0,0,0,0,1,0.437
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,460,2050.516,67,125.557,310.103,67,125.557
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,1,6.478,140,929.119,12,0.597,68.224,13,7.075
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,5,34.398,0,0,0,0,0
India,Odisha,Nuapada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,1990,3205.455,366,523.752,320,176.204,528.891,2310,3381.659
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,222,99.48,5,0.891,0,0,0,222,99.48
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,6,15.579,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0,0,6,10.379,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,14,10.03,0,0,73,7.25,72.504,87,17.28
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,15781,6223.729,4100,1592.46,926,305.849,508.744,16707,6529.578
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,5,28.453,0,0,0,0,0,5,28.453
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,7,31.248,10,45.013,8,27.91,30.337,15,59.158
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,6,20.14,10,31.962,0,0,0,6,20.14
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,171,431.229,78,160.286,52,50.627,113.861,223,481.856
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,5849,4998.836,1738,1552.809,594,261.789,558.966,6443,5260.625
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,47502,19017.549,26176,10256.216,2705,739.573,1450.658,50207,19757.122
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,2,175.127,8,20.789,289.393,8,20.789
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,0,0,20,124.499,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,57,373.982,32,193.722,24,91.176,164.656,81,465.158
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,147,648.726,91,335.69,134,277.288,518.209,281,926.014
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,198,699.351,275,894.522,176,231.031,551.139,374,930.382
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,1800,4549.687,983,2371.683,1014,1038.985,2319.614,2814,5588.672
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,5,86.145,10,140.566,26,35.855,305.976,31,122
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,10298,15992.261,5222,7434.603,3468,2688.333,5374.015,13766,18680.594
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,23676,20583.216,11800,9801.402,4944,2105.659,4254.09,28620,22688.875
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,3,0.673,0,0,0,0,0,3,0.673
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,2,66.927,5,210.847,0,0,0,2,66.927
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,3,21.988,0,0,0,0,0,3,21.988
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,2,11.688,0,0,0,0,0,2,11.688
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,1,4.534,0,0,0,0,0,1,4.534
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,1,2.227,0,0,0,0,0,1,2.227
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,2,29.818,1,17.935,0,0,0,2,29.818
India,Odisha,Puri,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,2,25.441,0,0,0,0,0,2,25.441
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,1,1.462,0,0,0,0,0,1,1.462
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,1,2.927,0,0,0,0,0,1,2.927
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,1,3.575,0,0,0,0,0,1,3.575
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,1,4.239,0,0,0,0,0,1,4.239
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,1,19.198,6,708.89,0,0,0,1,19.198
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,1,0.292,0,0,0,0,0,1,0.292
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,2313,1734.842,3995,1522.505,957,373.01,734.503,3270,2107.852
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,1657,2185.75,2977,1939.958,1744,1222.208,2327.267,3401,3407.958
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,37,463.315,63,762.339,75,479.26,926.926,112,942.575
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,562,1343.082,701,807.401,935,1057.82,2199.795,1497,2400.902
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,107,348.99,223,701.514,228,458.517,742.793,335,807.507
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,184,777.892,174,723.289,328,810.947,1400.547,512,1588.839
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,89,542.897,163,935.374,117,439.415,681.02,206,982.312
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,22,181.88,32,228.126,88,320.597,761.449,110,502.477
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,10,225.118,14,189.684,297.732,14,189.684
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,2697,889.899,2905,497.175,502,99.219,182.422,3199,989.118
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,739,516.088,3207,2418.681,556,199.231,423.901,1295,715.319
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,308,373.067,1983,2599.948,675,319.44,838.709,983,692.507
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,78,177.556,333,715.211,181,184.514,368.969,259,362.07
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,60,204.745,44,53.297,149.862,44,53.297
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,41,168.024,14,37.355,57.592,14,37.355
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,6,31.273,30,150.425,15,24.391,83.939,21,55.664
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1128,377.576,2709,963.399,216,39.317,82.476,1344,416.893
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,4579,3293.684,26134,19348.838,7023,2266.472,5166.063,11602,5560.156
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,2331,2889.312,16900,21630.699,8417,4173.728,11127.573,10748,7063.04
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,29,321.839,20,75.082,234.946,20,75.082
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,478,1089.231,3867,8542.606,2356,2233.153,5251.231,2834,3322.384
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,92,324.035,760,2503.203,582,863.995,1942.253,674,1188.03
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,16,75.485,501,2087.779,330,675.663,1423.476,346,751.148
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,5,26.178,199,1159.764,182,476.414,1040.773,187,502.592
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,4,32.388,46,384.01,44,126.998,306.197,48,159.386
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,5,100.767,5,36.146,82.332,5,36.146
India,Odisha,Rayagada,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,6083,2095.666,17892,6198.232,2914,675.808,1164.188,8997,2771.474
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,25,849.78,0,0,0,0,0
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,10,8.929,35,24.652,10,3.892,7.734,20,12.821
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,12,18.068,45,56.612,10,6.967,13.912,22,25.035
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,5,74.595,0,0,0,0,0
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,5,13.497,10,24.003,5,6.29,12.58,10,19.787
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,5,16.616,10,33.945,0,0,0,5,16.616
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,5,44.236,0,0,0,0,0,5,44.236
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,11,746.86,13,968.446,0,0,0,11,746.86
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,1,0.093,0,0,0,0,0,1,0.093
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,2024,1468.171,6570,2725.022,883,262.181,750.295,2907,1730.352
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,2265,3116.037,6046,6899.74,1715,764.249,2720.076,3980,3880.286
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,157,1969.625,84,1541.448,92,447.405,1230.35,249,2417.03
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,1303,3049.237,2414,5217.991,830,338.221,2095.991,2133,3387.458
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,399,1326.85,734,2665.117,425,320.631,1407.13,824,1647.481
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,409,1847.592,432,1958.669,339,315.866,1455.747,748,2163.458
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,285,1696.729,433,2839.909,376,450.762,2360.842,661,2147.491
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,130,1123.792,171,1562.145,105,176.47,872.367,235,1300.262
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,23,604.901,10,277.245,0,0,0,23,604.901
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,2304,700.417,6649,1321.876,534,66.063,209.177,2838,766.48
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,837,618.374,2559,2138.231,314,55.048,248.277,1151,673.422
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,520,692.676,1765,2787.931,382,111.417,572.447,902,804.093
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,14,170.339,5,99.98,0,0,0,14,170.339
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,168,390.857,348,916.052,57,37.309,132.911,225,428.166
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,56,191.662,55,211.15,46,7.624,165.523,102,199.286
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,64,278.057,25,122.747,45,35.652,193.93,109,313.709
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,10,57.555,15,112.47,10,3.193,51.235,20,60.748
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,5,43.021,10,99.96,0,0,0,5,43.021
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,5,225.485,20,7.036,766.97,20,7.036
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1514,383.264,4093,1537.212,176,25.722,64.93,1690,408.986
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1295,957.852,9400,8322.841,1709,360.259,1492.329,3004,1318.111
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,927,1213.417,6732,11487.966,1570,504.355,2601.509,2497,1717.772
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,9,97.945,10,175.61,15,4.962,214.011,24,102.907
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,310,705.719,2058,5546.529,477,257.117,1195.726,787,962.836
India,Odisha,Sambalpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,71,245.345,342,1240.277,178,62.849,585.973,249,308.194
